id,title,date,labels,type
45863,شرح حدیث در ابتدای جلسه درس خارج فقه,1396/02/24,,baianat
36490,بیانات در دانشگاه افسری و تربیت پاسداری امام حسین (علیه‌السلام),1396/02/20,اخلاق انتخاباتی؛ دشمن‌شناسی؛ عمق راهبردی جمهوری اسلامی؛ اقتدار ملی؛ فتنه‌سازی؛ قانون‌شکنی؛ ابتکارات جمهوری اسلامی؛ تحریم اقتصادی؛ صهیونیسم بین‌‏الملل؛ عزت ملی؛ قانون‌‌گرایی؛ خط امام؛ تجربه ملت ایران؛ پیشرفت علمی ایران؛ وعده‌های الهی؛ اقتدار نظامی؛ فتنه ۸۸؛ عزم ملی؛ یأس مسلمین؛ نامزد اصلح؛ اقتدار اقتصادی؛ قدرت تحلیل سیاسی؛ امنیت ملّی؛ دست قدرت الهی؛ منطقه غرب آسیا؛ جوان مؤمن انقلابی؛ سیاست تغییر رفتار؛ جبهه مقاومت؛ اشتباه محاسباتی دشمن؛ سال اقتصاد مقاومتی: تولید-اشتغال؛ ,baianat
36445,گزیده‌ای از بیانات در جلسه درس خارج فقه,1396/02/18,جوان مؤمن انقلابی؛ حضرت علی اکبر (علیه‌السلام)؛ جلسه درس خارج فقه آیت الله خامنه‌ای؛ ,baianat
36431,بیانات در دیدار معلمان و فرهنگیان,1396/02/17,دشمن‌شناسی؛ مردمسالاری دینی؛ اقتدار ملی؛ تولید علم؛ منافع ملی؛ پیشرفت علمی ایران؛ حضور مردم در صحنه؛ عزم ملی؛ احساس مسئولیت؛ یأس مسلمین؛ نقاط ضعف جمهوری اسلامی؛ تحول بنیادین آموزش و پرورش؛ مشارکت مردم؛ نفوذ دشمن؛ دیدار معلمان و مسئولین آموزش و پرورش؛ ,baianat
36366,بیانات در دیدار کارگران,1396/02/10,اقتدار ملی؛ گفتمان‌سازی؛ حمایت از تولید ملی؛ قانون‌‌گرایی؛ افکار عمومی؛ استقلال اقتصادی؛ انقلابیگری؛ اقتصاد مقاومتی؛ حضور مردم در صحنه؛ فرهنگ کار؛ احساس مسئولیت؛ نامزد اصلح؛ امنیت ملّی؛ مدیریت جهادی؛ ,baianat
36396,شرح حدیث در ابتدای جلسه درس خارج فقه,1396/02/10,شکر نعمت؛ جلسه درس خارج فقه آیت الله خامنه‌ای؛ شرح حدیث؛ ,baianat
36331,بیانات در دیدار شرکت‌کنندگان در مسابقات بین‌المللی قرآن,1396/02/07,تهاجم فرهنگی؛ گفتمان‌سازی؛ تدبر در قرآن؛ جامعه اسلامی؛ صهیونیسم بین‌‏الملل؛ افکار عمومی؛ هویت اسلامی؛ عزت امت اسلامی؛ انس با قرآن؛ شعر آئینی؛ استقلال فرهنگی؛ دولت اسلامی؛ تحمیل فرهنگ غربی؛ ,baianat
36307,بیانات در دیدار مسئولان نظام و سفرای کشورهای اسلامی,1396/02/05,اتحاد ملی و انسجام اسلامی؛ اختلاف‌افکنی؛ اقتدار ملی؛ ایران‌هراسی؛ استکبارستیزی؛ صهیونیسم بین‌‏الملل؛ افکار عمومی؛ تجربه ملت ایران؛ اسلام‌ستیزی؛ تمدن اسلامی؛ حضور مردم در صحنه؛ عزم ملی؛ حقوق بشر؛ نامزد اصلح؛ یأس دشمن؛ استحکام ساخت درونی؛ دولت اسلامی؛ ظرفیت درون‌زا؛ منطقه غرب آسیا؛ جریان تکفیری؛ ,baianat
36242,بیانات در دیدار فرماندهان و کارکنان ارتش,1396/01/30,مردمسالاری دینی؛ اقتدار ملی؛ عزت ملی؛ ارتش جمهوری اسلامی؛ پیشرفت علمی ایران؛ اقتصاد مقاومتی؛ نقاط قوت جمهوری اسلامی؛ نقاط ضعف جمهوری اسلامی؛ یأس دشمن؛ امنیت ملّی؛ منطقه غرب آسیا؛ عصر امام خمینی؛ جوان مؤمن انقلابی؛ روز ارتش؛ انتخابات ۹۶؛ ,baianat
39031,بیانات پس از بازدید از نمایشگاه «حماسه گوهرشاد»,1396/01/08,,baianat
36147,گزیده‌ای از بیانات در دیدار خانواده شهید صمدیان,1396/01/06,انقلابیگری؛ جوان مؤمن انقلابی؛ دیدار با خانواده شهدا؛ ,baianat
36091,بیانات در اجتماع زائران و مجاوران حرم مطهر رضوی,1396/01/01,اصل ۴۴ قانون اساسی؛ اتحاد ملی و انسجام اسلامی؛ دشمن‌شناسی؛ مردمسالاری دینی؛ اقتدار ملی؛ نظام سلطه؛ تحریم اقتصادی؛ حمایت از تولید ملی؛ صهیونیسم بین‌‏الملل؛ عزت ملی؛ قانون‌‌گرایی؛ افکار عمومی؛ هویت ملی؛ جهاد اقتصادی؛ حرکت علمی ایران؛ تجملگرایی؛ انقلابیگری؛ پیشرفت علمی ایران؛ اقتصاد مقاومتی؛ اقتدار نظامی؛ اقتصاد بدون نفت؛ فتنه ۸۸؛ امنیت اقتصادی؛ احساس مسئولیت؛ ارزش‌های انقلاب اسلامی؛ نقاط قوت جمهوری اسلامی؛ نقاط ضعف جمهوری اسلامی؛ اقتدار اقتصادی؛ مشارکت مردم؛ امنیت ملّی؛ ظرفیت درون‌زا؛ مدیریت جهادی؛ سال اقتصاد مقاومتی؛ اقدام و عمل؛ سال اقتصاد مقاومتی: تولید-اشتغال؛ ,baianat
41994,بیانات در دیدار اعضای مجلس خبرگان رهبری,1397/12/23,اختلاف‌افکنی؛ تهاجم فرهنگی؛ جنگ نرم؛ دشمن‌شناسی؛ تحریم اقتصادی؛ وعده‌های الهی؛ حسن ظن به خدا؛ اخلاق سیاسی؛ دست قدرت الهی؛ منطقه غرب آسیا؛ نفوذ دشمن؛ بدعهدی آمریکا؛ تجربه برجام؛ دیدار اعضای مجلس خبرگان رهبری؛ ,baianat
41853,گزیده‌ای از بیانات در دیدارهای خانواده‌های شهدای مدافع حرم,1397/12/22,بصیرت؛ جامعه اسلامی؛ صهیونیسم بین‌‏الملل؛ عزت ملی؛ دستاوردهای انقلاب اسلامی؛ وعده‌های الهی؛ احساس مسئولیت؛ ارزش‌های انقلاب اسلامی؛ حفظ نظام اسلامی؛ منطقه غرب آسیا؛ جریان تکفیری؛ جبهه مقاومت؛ ,baianat
41943,بیانات در مراسم اعطای نشان عالی ذوالفقار به فرمانده نیروی قدس سپاه پاسداران انقلاب اسلامی,1397/12/19,شهید حاج قاسم سلیمانی؛ اعطای نشان؛ اعطای نشان ذوالفقار؛ ,baianat
42122,بیانات در ابتدای درس خارج فقه درباره وظیفه‌ی ثروتمندان,1397/12/19,آراستگی به فضائل اخلاقی؛ ,baianat
41890,بیانات پس از کاشت نهال در روز درخت‌کاری,1397/12/15,درختکاری؛ ,baianat
41898,بیانات در دیدار اعضای موسسه عالی فقه و علوم اسلامی,1397/12/13,جامعه اسلامی؛ حوزه علمیه قم؛ استعدادهای ناشناخته حوزه؛ انس با قرآن؛ انقلابیگری؛ سبک زندگی؛ قدرت تحلیل سیاسی؛ مؤسسه عالی فقه و علوم اسلامی؛ ,baianat
41899,بیانات در ابتدای درس خارج فقه درباره مسئله «حیا»,1397/12/13,آراستگی به فضائل اخلاقی؛ سبک زندگی؛ ,baianat
42121,بیانات در ابتدای درس خارج فقه درباره صفت‌های برجسته‌ اخلاقی,1397/12/12,آراستگی به فضائل اخلاقی؛ سبک زندگی؛ ,baianat
41810,بیانات در دیدار مداحان اهل‌بیت علیهم‌السلام,1397/12/07,دشمن‌شناسی؛ جامعه اسلامی؛ صهیونیسم بین‌‏الملل؛ نظام سرمایه‌داری غرب؛ احساس مسئولیت؛ هنر مداحی؛ اختلال دستگاه محاسباتی؛ حفظ نظام اسلامی؛ منطقه غرب آسیا؛ نفوذ دشمن؛ معیت الهی؛ دیدار مداحان اهل‌بیت؛ ,baianat
41833,بیانات در دیدار دست‌اندرکاران کنگره بزرگداشت شهدای استان کرمان,1397/12/06,جنگ نرم؛ اقتدار ملی؛ کرمان؛ پیام به یادواره‌ها و بزرگداشت‌ها؛ ,baianat
41773,بیانات در دیدار نوجوان شطرنج‌باز آقای آرین غلامی,1397/12/05,ورزش قهرمانی؛ آرین غلامی؛ خودداری ورزشکاران ایرانی از رویارویی با صهیونیستها؛ ورزش شطرنج؛ ,baianat
41779,بیانات در ابتدای درس خارج فقه درباره نشاط در کارها,1397/12/05,اتقان کاری؛ احساس مسئولیت؛ سبک زندگی؛ جلسه درس خارج فقه آیت الله خامنه‌ای؛ شرح حدیث؛ شادی و نشاط؛ ,baianat
41740,بیانات در دیدار مردم آذربایجان شرقی,1397/11/29,اتحاد ملی و انسجام اسلامی؛ دشمن‌شناسی؛ بصیرت؛ نظام سلطه؛ حماسه نهم دی؛ صهیونیسم بین‌‏الملل؛ عزت ملی؛ قانون‌‌گرایی؛ شجره‌ طیبه‌ انقلاب‌ اسلامی؛ هویت ملی؛ انقلابیگری؛ حضور مردم در صحنه؛ فتنه ۸۸؛ امنیت ملّی؛ مصالح ملّی؛ دیدار مردم آذربایجان به مناسبت سالگرد قیام ۲۹ بهمن؛ ,baianat
41643,دعا در پایان مراسم عزاداری فاطمیه ۱۴۴۰,1397/11/20,دعا؛ قرائت دعا؛ مراسم عزاداری حضرت زهرا (سلام‌الله‌علیها)؛ ,baianat
41630,بیانات در دیدار فرماندهان و کارکنان نیروی هوایی ارتش,1397/11/19,مذاکره با آمریکا؛ عزت ملی؛ خودکفایی؛ حضور مردم در صحنه؛ عزم ملی؛ احساس مسئولیت؛ حقوق بشر؛ تعامل با دنیا؛ شعار مرگ بر آمریکا؛ اعتماد به دشمن؛ دیدار نیروی هوایی ارتش به مناسبت ۱۹ بهمن؛ ,baianat
43127,بیانات در ابتدای درس خارج فقه درباره آثار سه واجب الهی در جامعه,1397/11/14,,baianat
41514,بیانات پس از زیارت مزار شهدای بهشت زهرای تهران,1397/11/10,گلزار شهدا؛ حضور در بهشت زهرا به مناسبت آغاز دهه فجر؛ ,baianat
43194,بیانات در ابتدای درس خارج فقه درباره گذرا بودن دنیا,1397/11/09,,baianat
41555,بیانات در دیدار مسئولان و محققان ستاد توسعه علوم شناختی,1397/11/03,آباد کردن دنیا؛ اعتماد به خدا؛ حرکت علمی ایران؛ ,baianat
43304,بیانات در ابتدای درس خارج درباره اثر نماز شب در از بین بردن گناهان,1397/11/02,,baianat
47189,گزیده‌ای از بیانات در دیدار جمعی از تاریخ‌پژوهان انقلاب اسلامی,1397/10/27,,baianat
41393,بیانات در دیدار مردم قم,1397/10/19,مردمسالاری دینی؛ بصیرت؛ ایران‌هراسی؛ اسلام‌هراسی؛ اشرافی‌گری مسئولان؛ تحریم اقتصادی؛ حمایت از تولید ملی؛ کالای داخلی؛ اعتماد به خدا؛ تمدن اسلامی؛ انقلابیگری؛ حضور مردم در صحنه؛ نصرت الهی؛ حقوق بشر؛ منطقه غرب آسیا؛ جوان مؤمن انقلابی؛ بدعهدی آمریکا؛ دیدار مردم قم به‌مناسبت نوزدهم دی؛ اشتباه محاسباتی دشمن؛ معیت الهی؛ ,baianat
45953,شرح حدیث در ابتدای جلسه درس خارج فقه,1397/10/11,,baianat
41178,بیانات در ابتدای درس خارج فقه درباره تبعات اخروی ریاست,1397/09/27,جلسه درس خارج فقه آیت الله خامنه‌ای؛ شرح حدیث؛ ,baianat
41142,بیانات در دیدار جمعی از خانواده‌های شهدا,1397/09/21,اختلاف‌افکنی؛ دشمن‌شناسی؛ رویشها و ریزشهای انقلاب اسلامی؛ بصیرت؛ تحریم اقتصادی؛ حمایت از تولید ملی؛ صهیونیسم بین‌‏الملل؛ شجره‌ طیبه‌ انقلاب‌ اسلامی؛ انقلابیگری؛ احساس مسئولیت؛ منطقه غرب آسیا؛ جوان مؤمن انقلابی؛ دیدار با خانواده شهدای مدافع حرم؛ دیدار با خانواده شهدا؛ ,baianat
41071,بیانات در ابتدای درس خارج فقه درباره قانون منع به‌کارگیری بازنشستگان,1397/09/13,خلاء های قانونگذاری؛ اصلاح قانون؛ جلسه درس خارج فقه آیت الله خامنه‌ای؛ ,baianat
41007,بیانات در دیدار مسئولان نظام و میهمانان کنفرانس وحدت اسلامی,1397/09/04,بیداری اسلامی؛ شجره‌ طیبه‌ انقلاب‌ اسلامی؛ وعده‌های الهی؛ حسن ظن به خدا؛ نصرت الهی؛ افول آمریکا؛ مقاومت اسلامی؛ مقاومت ملت ایران؛ نابودی رژیم صهیونیستی؛ کنفرانس وحدت اسلامی؛ میلاد پیامبر اعظم (صلی الله علیه و اله)؛ وحدت شیعه و سنی؛ ,baianat
45951,شرح حدیث در ابتدای جلسه درس خارج فقه,1397/08/29,آراستگی به فضائل اخلاقی؛ ,baianat
41040,گزیده‌ای از بیانات در دیدار جمعی از برنامه‌سازان صداوسیما,1397/08/24,تهاجم فرهنگی؛ جنگ نرم؛ صدا و سیما؛ حماسه راهپیمایی اربعین؛ دیدار فیلمسازان و برنامه‌سازان سینما و تلویزیون؛ ,baianat
40910,بیانات در دیدار مدال‌آوران کاروان ورزشی ایران در بازی‌های پاراآسیایی اندونزی,1397/08/23,تهاجم فرهنگی؛ جنگ اراده‌ها؛ اقتدار فرهنگی؛ استقلال فرهنگی؛ ظرفیت درون‌زا؛ بازیهای آسیایی؛ ,baianat
41119,بیانات در دیدار دست‌اندرکاران کنگره بزرگداشت شهدای استان خراسان جنوبی,1397/08/14,تهاجم فرهنگی؛ هویت ملی؛ ,baianat
40875,بیانات در دیدار دست‌اندرکاران کنگره بزرگداشت شهدای استان قزوین,1397/08/14,جامعه اسلامی؛ صهیونیسم بین‌‏الملل؛ قزوین؛ پیام به یادواره‌ها و بزرگداشت‌ها؛ ,baianat
40833,بیانات در دیدار دانش‌آموزان و دانشجویان,1397/08/12,استقلال‌طلبی؛ الگوی پیشرفت اسلامی ایرانی؛ عدالت اجتماعی؛ فتنه‌سازی؛ تحریم اقتصادی؛ خودکفایی؛ لیبرال دموکراسی؛ استقلال اقتصادی؛ اقتصاد بدون نفت؛ احساس مسئولیت؛ افول آمریکا؛ مقاومت اسلامی؛ امنیت ملّی؛ غیرت ملی؛ جبهه مقاومت؛ اعتماد به دشمن؛ دیدار ۱۳آبان؛ شرکت تروریستی آمریکایی بلک واتر؛ جهاد تبیین؛ ,baianat
40797,بیانات در پایان مراسم عزاداری هیئت‌های دانشجویی به‌مناسبت اربعین حسینی,1397/08/08,عزاداری هیئتهای دانشجویی در اربعین؛ ,baianat
40751,بیانات در دیدار جمعی از خانواده‌های شهدای مدافع حرم,1397/07/30,شهدای مدافع حرم؛ دیدار با خانواده شهدای مدافع حرم؛ ,baianat
40725,بیانات در دیدار نخبگان و استعدادهای برتر علمی,1397/07/25,آرمانخواهی؛ اقتدار علمی؛ تولید علم؛ افکار عمومی؛ نخبه‌پروری؛ ارتباط صنعت و دانشگاه؛ پیشرفت علمی ایران؛ اقتصاد مقاومتی؛ اقتصاد بدون نفت؛ انحصار علمی؛ احساس مسئولیت؛ اقتصاد دانش‌بنیان؛ شکستن مرزهای دانش؛ دیدار نخبگان و برگزیدگان علمی؛ ,baianat
45948,شرح حدیث در ابتدای جلسه درس خارج فقه,1397/07/17,,baianat
45942,شرح حدیث در ابتدای جلسه درس خارج فقه,1397/07/15,,baianat
40645,بیانات در همایش ده‌ها هزار نفری «خدمت بسیجیان» در ورزشگاه آزادی,1397/07/12,اتحاد ملی و انسجام اسلامی؛ اعتماد به نفس ملی؛ تهاجم فرهنگی؛ اقتدار ملی؛ جهاد فرهنگی؛ انقلابیگری؛ اقتصاد بدون نفت؛ احساس مسئولیت؛ افول آمریکا؛ ثبات سیاسی؛ ورزشگاه آزادی؛ دیدار بسیجیان؛ اجتماع عظیم بسیجیان؛ ,baianat
41218,بیانات در گفت‌وگو با آقای مرتضی سرهنگی,1397/07/08,,baianat
40587,بیانات در مراسم شب خاطره دفاع مقدس,1397/07/04,اعتماد به خدا؛ مراسم شب خاطره دفاع مقدس؛ ,baianat
40566,بیانات در دیدار مدال‌آوران کاروان ورزشی ایران در بازی‌های آسیایی اندونزی,1397/07/02,بازیهای آسیایی؛ ,baianat
40461,بیانات در دانشگاه علوم دریایی امام خمینی(ره) نوشهر,1397/06/18,اعتماد به نفس ملی؛ اقتدار ملی؛ تروریسم بین‌المللی؛ صهیونیسم بین‌‏الملل؛ وعده‌های الهی؛ نصرت الهی؛ افول آمریکا؛ نیروی دریایی؛ منطقه غرب آسیا؛ نفوذ دشمن؛ دانشگاه علوم دریایی امام خمینی نوشهر؛ ,baianat
40421,بیانات در دیدار اعضای مجلس خبرگان رهبری,1397/06/15,اتحاد ملی و انسجام اسلامی؛ اعتماد مردم به نظام اسلامی؛ نظام سلطه؛ استکبارستیزی؛ تحریم اقتصادی؛ افکار عمومی؛ شجره‌ طیبه‌ انقلاب‌ اسلامی؛ سلطه‌پذیری؛ محاصره اقتصادی؛ جوان مؤمن انقلابی؛ دیدار اعضای مجلس خبرگان رهبری؛ ,baianat
40399,بیانات در دیدار رئیس‌جمهور و اعضای هیئت دولت,1397/06/07,اتحاد ملی و انسجام اسلامی؛ مذاکره با آمریکا؛ مردمسالاری دینی؛ مفاسد اقتصادی؛ تحریم اقتصادی؛ حمایت از تولید ملی؛ جامعه اسلامی؛ منافع ملی؛ ارتباط صنعت و دانشگاه؛ دولت اسلامی؛ نفوذ دشمن؛ مردمی بودن مسئولان؛ تجربه برجام؛ ,baianat
40273,بیانات در دیدار اقشار مختلف مردم,1397/05/22,تهاجم فرهنگی؛ مذاکره با آمریکا؛ مفاسد اقتصادی؛ اقتدار ملی؛ بصیرت؛ تحریم اقتصادی؛ حمایت از تولید ملی؛ صهیونیسم بین‌‏الملل؛ اعتماد به خدا؛ فتنه ۸۸؛ احساس مسئولیت؛ شبیخون فرهنگی؛ اقتدار اقتصادی؛ افول آمریکا؛ جوان مؤمن انقلابی؛ بدعهدی آمریکا؛ اقشار مختلف مردم؛ تجربه برجام؛ ,baianat
40145,بیانات در دیدار کارگزاران حج,1397/04/25,اختلاف‌افکنی؛ مردمسالاری دینی؛ صهیونیسم بین‌‏الملل؛ سیاست یهودی‌سازی؛ جدایی دین از سیاست؛ اسلام سیاسی؛ برائت از مشرکین؛ مقاومت اسلامی؛ ,baianat
40153,گزیده‌ای از بیانات در دیدار رئیس‌جمهور و اعضای هیئت دولت,1397/04/24,احساس مسئولیت؛ شعار ما میتوانیم؛ مردمی بودن مسئولان؛ ,baianat
40055,بیانات در مراسم دانش‌آموختگی دانشجویان دانشگاه امام حسین (علیه‌السلام),1397/04/09,اتحاد ملی و انسجام اسلامی؛ اعتماد به نفس ملی؛ اقتدار ملی؛ اشرافی‌گری مسئولان؛ جامعه اسلامی؛ عزت ملی؛ دشمن درونی.دشمن بیرونی؛ حرکت علمی ایران؛ محاصره اقتصادی؛ حضور مردم در صحنه؛ افول آمریکا؛ منطقه غرب آسیا؛ جوان مؤمن انقلابی؛ اعتماد به دشمن؛ مراسم دانش آموختگی دانشگاه امام حسین علیه السلام؛ ,baianat
40036,بیانات در دیدار رئیس و مسئولان قوه قضائیه,1397/04/06,مفاسد اقتصادی؛ اعتماد مردم به نظام اسلامی؛ قانون‌شکنی؛ قانون‌‌گرایی؛ افکار عمومی؛ امنیت اقتصادی؛ حقوق بشر؛ دیدار مسئولین قوه‌ی قضائیه؛ تحول دستگاه قضائی؛ تحول‌گرایی؛ ,baianat
39982,بیانات در دیدار نمایندگان و کارکنان مجلس شورای اسلامی,1397/03/30,اعتماد به نفس ملی؛ دشمن‌شناسی؛ اقتدار ملی؛ قانون‌شکنی؛ اشرافی‌گری مسئولان؛ تحریم اقتصادی؛ عزت ملی؛ دستاوردهای انقلاب اسلامی؛ انقلابیگری؛ سبک زندگی؛ استحکام ساخت درونی؛ مدیریت جهادی؛ بدعهدی آمریکا؛ دیدار اعضای مجلس شورای اسلامی؛ ,baianat
39947,بیانات در دیدار مسئولان نظام و سفرای کشورهای اسلامی,1397/03/25,اتحاد ملی و انسجام اسلامی؛ اختلاف‌افکنی؛ جامعه اسلامی؛ صهیونیسم بین‌‏الملل؛ عید فطر؛ عزت امت اسلامی؛ راه حل مسئله فلسطین؛ سفرای کشورهای اسلامی؛ منطقه غرب آسیا؛ ,baianat
39933,خطبه‌های نماز عید فطر,1397/03/25,اتحاد ملی و انسجام اسلامی؛ حمایت از تولید ملی؛ عزت ملی؛ عید فطر؛ رفع مشکلات مردم؛ افول آمریکا؛ شکست سیاستهای امریکا؛ افطاری ساده؛ منطقه غرب آسیا؛ نماز عید فطر؛ رمضان ۹۷؛ ,baianat
39877,بیانات در دیدار جمعی از استادان، نخبگان و پژوهشگران دانشگاه‌ها,1397/03/20,تحول ‌و ارتقاء‌ علوم‌ انسانی؛ عمق راهبردی جمهوری اسلامی؛ نقشه‏ جامع علمی؛ تولید علم؛ حمایت از تولید ملی؛ کالای داخلی؛ افکار عمومی؛ هویت ملی؛ هویت اسلامی؛ ارتباط صنعت و دانشگاه؛ پیشرفت علمی ایران؛ تفاخر به کالای خارجی؛ سبک زندگی؛ راه حل مسئله فلسطین؛ دیدار رمضانی اساتید دانشگاه‌ها؛ رمضان ۹۷؛ تحول‌گرایی؛ ,baianat
39796,بیانات در مراسم بیست و نهمین سالگرد رحلت امام خمینی (رحمه‌الله),1397/03/14,اتحاد ملی و انسجام اسلامی؛ عمق راهبردی جمهوری اسلامی؛ اقتدار ملی؛ تحریم اقتصادی؛ جنبش عدالتخواهی؛ خودکفایی؛ مکتب امام خمینی؛ پیشرفت علمی ایران؛ وعده‌های الهی؛ حضور مردم در صحنه؛ نصرت الهی؛ اصلی ـ فرعی کردن امور؛ سکینه الهی؛ نقاط قوت جمهوری اسلامی؛ افول آمریکا؛ امنیت ملّی؛ منطقه غرب آسیا؛ مراسم سالگرد رحلت امام خمینی؛ نفوذ دشمن؛ اعتماد به دشمن؛ رمضان ۹۷؛ ,baianat
39752,بیانات در دیدار جمعی از شاعران و اهالی فرهنگ و ادب,1397/03/09,گفتمان‌سازی؛ گفتمان عدالت؛ اخلاق اجتماعی؛ مقاومت اسلامی؛ دیدار شاعران؛ رمضان ۹۷؛ ,baianat
39710,بیانات در دیدار جمعی از دانشجویان,1397/03/07,آرمانخواهی؛ اعتماد به نفس ملی؛ اشرافی‌گری مسئولان؛ تحریم اقتصادی؛ عزت ملی؛ کالای داخلی؛ افکار عمومی؛ هویت ملی؛ استقلال اقتصادی؛ تمدن اسلامی؛ انقلابیگری؛ اصلی ـ فرعی کردن امور؛ ارزش‌های انقلاب اسلامی؛ تفاخر به کالای خارجی؛ سبک زندگی؛ استقلال فرهنگی؛ جوان مؤمن انقلابی؛ مردمی بودن مسئولان؛ دیدار رمضانی دانشجویان؛ رمضان ۹۷؛ ,baianat
39655,بیانات در دیدار مسئولان نظام,1397/03/02,اصل ۴۴ قانون اساسی؛ عدالت اجتماعی؛ عمق راهبردی جمهوری اسلامی؛ مردمسالاری دینی؛ اقتدار ملی؛ تحریم اقتصادی؛ حمایت از تولید ملی؛ کالای داخلی؛ اقتصاد مقاومتی؛ وعده‌های الهی؛ اقتصاد بدون نفت؛ نصرت الهی؛ حقوق بشر؛ اقتصاد دانش‌بنیان؛ افول آمریکا؛ افزایش جمعیت؛ منطقه غرب آسیا؛ هسته‌ای بهانه است؛ بدعهدی آمریکا؛ دیدار رمضانی کارگزاران نظام؛ تجربه برجام؛ رمضان ۹۷؛ ,baianat
39624,بیانات در محفل انس با قرآن کریم,1397/02/27,اختلاف‌افکنی؛ تدبر در قرآن؛ دستاوردهای انقلاب اسلامی؛ انس با قرآن؛ وعده‌های الهی؛ جوان مؤمن انقلابی؛ محفل رمضانی انس با قرآن کریم؛ رمضان ۹۷؛ ,baianat
39581,بیانات در دیدار شرکت‌کنندگان در کنگره «نقش شیعه در پیدایش و گسترش علوم اسلامی»,1397/02/22,اختلاف‌افکنی؛ فقه سنتی و پویا؛ بیداری اسلامی؛ روشنفکری؛ تمدن اسلامی؛ شکستن مرزهای دانش؛ منطقه غرب آسیا؛ وحدت شیعه و سنی؛ ,baianat
39542,بیانات در دانشگاه فرهنگیان,1397/02/19,آزاداندیشی؛ اقتدار ملی؛ جامعه اسلامی؛ عزت ملی؛ منافع ملی؛ هویت ملی؛ انقلابیگری؛ احساس مسئولیت؛ تحول بنیادین آموزش و پرورش؛ هنر معلمی؛ منطقه غرب آسیا؛ هسته‌ای بهانه است؛ تجربه برجام؛ اعتماد به دشمن؛ دیدار معلمان و مسئولین آموزش و پرورش؛ ,baianat
39480,بیانات در دیدار کارگران,1397/02/10,اختلاف‌افکنی؛ تحریم اقتصادی؛ حمایت از تولید ملی؛ صهیونیسم بین‌‏الملل؛ کالای داخلی؛ وعده‌های الهی؛ تفاخر به کالای خارجی؛ منطقه غرب آسیا؛ تعامل با دنیا؛ دیدار کارگران؛ ,baianat
39457,بیانات در دیدار شرکت‌کنندگان در مسابقات بین‌المللی قرآن,1397/02/06,بصیرت؛ استکبارستیزی؛ تدبر در قرآن؛ انس با قرآن؛ قاریان قرآن؛ ,baianat
39442,بیانات در دیدار دست‌اندرکاران همایش ملی حکیم طهران (مرحوم آقاعلی مدرس زنوزی),1397/02/03,حکمت؛ فلسفه؛ فلسفه اسلامی؛ رواج فلسفه در حوزه‌ها؛ آقاعلی مدرس زنوزی؛ ,baianat
45924,شرح حدیث در ابتدای جلسه درس خارج فقه,1397/02/02,,baianat
39510,گزیده‌ای از بیانات در ابتدای درس خارج فقه,1397/01/28,تدبر در قرآن؛ حوزه‌‏های علمیه؛ قرآن؛ تفسیر قرآن؛ درس‌های قرآن؛ انزوای قرآن در حوزه‌های علمیه؛ روحانیون؛ مبلغان؛ جلسه درس خارج فقه آیت الله خامنه‌ای؛ محسن قرائتی؛ ,baianat
39394,بیانات در دیدار مسئولان نظام و سفرای کشورهای اسلامی,1397/01/25,تروریسم بین‌المللی؛ صهیونیسم بین‌‏الملل؛ عید مبعث؛ افول آمریکا؛ دولت اسلامی؛ سفرای کشورهای اسلامی؛ منطقه غرب آسیا؛ جبهه مقاومت؛ عقب‌نشینی مقابل دشمن؛ تفکر توحیدی؛ ,baianat
39372,گزیده‌ای از بیانات در دیدار جمعی از مسئولان و مدیران نظام,1397/01/20,کارگزاران نظام؛ عید نوروز؛ دهه ۶۰، دهه مظلوم؛ ,baianat
45094,شرح حدیثی قدسی درباره اهمیت دعا کردن در ابتدای جلسه درس خارج فقه,1397/01/19,,baianat
39272,بیانات در اجتماع زائران و مجاوران حرم مطهر رضوی,1397/01/01,آزاداندیشی؛ اعتماد به نفس ملی؛ اقتدار ملی؛ قانون‌شکنی؛ اشرافی‌گری مسئولان؛ حمایت از تولید ملی؛ عزت ملی؛ کالای داخلی؛ مصرف‌‌گرایی؛ افکار عمومی؛ اتقان کاری؛ اقتصاد مقاومتی؛ اقتصاد بدون نفت؛ ارزش‌های انقلاب اسلامی؛ نقاط قوت جمهوری اسلامی؛ افول آمریکا؛ افزایش جمعیت؛ سبک زندگی؛ ظرفیت درون‌زا؛ منطقه غرب آسیا؛ جریان تکفیری؛ شعار ما میتوانیم؛ سخنرانی در حرم مطهر رضوی به مناسبت آغاز سال نو؛ ,baianat
45076,بیانات پس از کاشت نهال در آستانه روز درختکاری,1398/12/13,نصرت الهی؛ احساس مسئولیت؛ ,baianat
45038,تشکر رهبر انقلاب از زحمات پزشکان و پرستاران در مبارزه با کرونا,1398/12/08,,baianat
45002,بیانات در ابتدای جلسه درس خارج فقه و تشکر از حضور ملت ایران در انتخابات,1398/12/04,مردمسالاری دینی؛ مشارکت مردم؛ بیداری ملت ایران؛ ,baianat
44989,بیانات در گفت‌وگو با خبرنگار صداوسیما پس از شرکت در انتخابات,1398/12/02,منافع ملی؛ مشارکت مردم؛ ,baianat
